"","상권_코드","화장품","문구점","약국","패션잡화","의류점","과일채소","정육점","휴대폰","컴퓨터판매수리","편의점","슈퍼마켓","자동차미용","자동차수리","세탁소","여관업","피부관리실","네일숍","미용실","헬스클럽","골프연습장","당구장","노래방","인테리어","보육시설","일반의원","한의원","치과의원","예체능학원","외국어학원","입시보습학원","호프간이주점","커피음료","제과점","치킨집","패스트푸드점","분식집","양식집","일식집","중국집","한식음식점"
"922",923,425893208,80095871,877619454,104545163,879950808,408206451,380086706,20683708,3537709,1102748082,1557273169,19148849,594610950,63927075,253248283,118613815,5362660,424644803,185947422,28267014,23766404,171343002,272225994,339897552,2624683298,323348253,923340963,537313099,91169771,575060492,630408469,367646469,271880690,295435495,221586596,366869891,248313803,1050298083,584391809,4220170490
"924",925,375854871,80095871,752110737,110232142,867031741,395377859,547829266,35614099,35536427,1112809510,1883026333,6845464,395915630,43615175,225885562,123687453,5362660,409311958,131789877,626200799,20636811,165856164,283600085,410316278,2524850188,290177899,808000844,226584446,36199881,208271388,611389166,341461491,267626020,291474664,204451634,330929537,258637389,1030490562,552282498,3730711999
"925",926,90904306,13363376,319901865,23620469,244669358,276308742,391889934,24606509,134852796,403263592,2867198886,3452467,357495339,14118874,20514242,18918240,1628087,168127693,47888764,597933785,8794437,81422453,73337439,221653515,342928935,204033002,279260679,122782383,13804878,127821595,255505450,47736184,177112648,76761470,98512279,123130977,41254815,268205098,140878557,1050891143
"926",927,113546326,48794410,367346111,18797348,266555191,196991406,508445561,41116394,148485210,626872667,3026091791,3452467,379007129,43250677,40436276,19651573,10058643,255810988,84276324,597933785,15799709,143832799,105286873,322983988,438592837,232085603,410558499,186305321,31158536,153894385,410207534,75512891,189602883,96788040,100424097,170246904,65956728,368928672,176723678,1799271560
"927",928,209740310,91779522,527027206,64469195,382127246,359850655,508934160,18718666,36478818,892710761,1254863107,3452467,446784277,28104263,81808002,27172468,8722440,331842868,131085887,597933785,17713383,132462654,188341580,420068372,2044900888,153078837,364940199,251725956,40717703,149547514,274760680,193696975,283960147,214130732,160557983,257433961,100931896,448865854,491133124,2223617048
"928",929,189687021,76038407,388970050,19613196,250301791,2288239135,1717039229,41609019,148485210,1163717390,3335713178,15469520,731310898,101182196,448466366,70102954,48527894,371963723,98168217,597933785,24705986,233328566,195766470,547839175,986780537,212487976,516018256,314013949,51049593,193773240,721527252,260060106,339376006,235809287,131089913,325243674,368606082,417237132,373559847,3589083658
"929",930,99691670,13363376,162748322,6733411,183252004,171612719,580454168,33147502,148343275,586919626,2339803590,3553719,426258494,8223537,430875870,41527324,10058643,183085467,84276324,597933785,14746782,111824020,109313059,210846698,123902678,138867815,225010660,155467357,17361788,125558447,329003536,45387606,114075782,55505237,83767483,125319370,73573137,283963646,162872168,1599181508
"930",931,104460760,72220223,196110076,9634080,215843084,823277631,969905026,33147502,148343275,874720188,2491342809,3553719,680750702,27722791,431084048,41527324,13918180,242510406,98168217,597933785,22079082,141185832,166114300,300011548,251779937,143554855,265058733,238998801,39971544,139266387,454554212,92661064,192850056,97764594,77230092,208074826,62572212,291809101,152134406,2469312041
"954",955,862774802,38612712,644230814,357818428,1484096784,256418374,408305052,77872576,3798118,2853331223,2265768116,761905,226771686,89247613,849840441,185715698,61367945,1145882896,300022879,34935553,76190840,522240910,206734721,146143670,1041897899,489241204,969951690,155963461,71769412,40363643,2798143655,1002046496,597941235,405127211,458710072,889529396,799129893,1556201510,652326725,8790983262
"955",956,1276991670,134836684,1068081305,722221366,3216353000,408846877,775223983,84158758,15489263,4509028782,4435695151,17477571,262412839,133181037,1023195515,240836178,89179147,1626753739,713022767,76448112,126480313,717885401,371138270,260553541,1692008081,666364271,1528085609,295429609,71769412,79306973,3705116634,1577988506,713610294,631067667,896752813,1510601604,1094969833,2247409755,996304450,12179711259
"957",958,260174929,341983717,449619308,16941972,180360267,94143395,267380322,16007740,97943606,1742320399,4021881800,8119135,191212251,56940498,18483843,27262618,3370776,379832103,173367447,11483325,47614844,188933804,160591051,90158252,489352697,157327886,520807703,219573184,20310817,3529016136,1051577809,841740059,364790175,500985717,505207584,790851581,660833975,836786206,409708576,4361487095
