"","상권_코드","화장품","문구점","약국","패션잡화","의류점","과일채소","정육점","휴대폰","컴퓨터판매수리","편의점","슈퍼마켓","자동차미용","자동차수리","세탁소","여관업","피부관리실","네일숍","미용실","헬스클럽","골프연습장","당구장","노래방","인테리어","보육시설","일반의원","한의원","치과의원","예체능학원","외국어학원","입시보습학원","호프간이주점","커피음료","제과점","치킨집","패스트푸드점","분식집","양식집","일식집","중국집","한식음식점"
"1",1,189336265,96165771,455206891,217981762,713440181,186700782,77968378,33874385,79854183,868781148,1123010774,10664433,128518403,57234425,90558703,85997140,43982594,396090810,148719775,11418928,38221107,192303297,507109345,257842603,790857564,340517022,433308899,583900333,48587940,386281838,437819200,304692331,333817993,189844405,248348229,1360452523,711409576,209006510,208527857,3030680823
"2",2,201953144,181534544,251652700,16187097,480054926,347131357,287775814,1657268,74908483,628084723,2310414358,26568579,202308568,53990261,10947911,62671192,13840689,222693948,134148420,103647560,10744459,65356859,130353580,250284482,281924104,131634943,257436610,655148662,515783231,783120732,149093249,186314741,218376807,205486216,80768757,279946227,184031063,118695163,188862906,1292046771
"3",3,257830298,329470639,344806495,41961618,845870300,468207761,208633118,4814391,62493327,1013633379,2816905903,27644850,354040844,130570311,10947911,72967890,13396834,327907423,115975448,119328396,17496243,147322511,270016759,328317149,563355693,136497806,497045367,1526714518,1688646553,1566371895,404719771,341867930,335915544,265317782,320608704,524962252,326890418,745468643,319310366,3368822835
"4",4,406936690,89368943,470532700,194718846,1175228500,604150644,702606238,13540436,121812840,1384431208,3011000125,19551714,555695077,122603109,363973052,69801335,18956775,463142732,32150541,32966080,48891257,393264867,475436402,655466817,1376064274,190130007,480889154,398619724,77486053,139027981,737984175,221251810,288043360,491844215,279841953,357875746,372715657,681782494,491251066,3992098844
"8",8,181159683,307862767,372559968,26535175,242946734,60732853,150659809,19281782,20475511,564380525,1294518698,44424988,524822069,31996405,516521521,27087138,15783897,261142977,205950324,76508971,16499352,161933373,106792876,207344173,867489027,93023878,168719041,619809606,306864701,476446534,285163398,309847573,214001645,227338370,459139801,178895076,247400487,343183979,188604832,2093703810
"10",10,962623413,391731334,617627704,198759698,3838865211,2798307847,1063062620,401753577,606096442,2889995017,1572923255,70569100,1369810389,211403220,313188975,124976184,64863827,281730089,285809046,153135133,100901808,334663199,1260180887,264351478,3570224521,260015158,1165764243,149683347,20981282,353115463,843622665,903867602,393209479,308833241,143052625,1067817703,866668135,725397099,1311462820,6912820074
"11",11,410647545,285027629,542654461,1542898,3459969125,656504947,89112211,358545518,555190320,2385479906,1467746062,62105766,962243868,141032406,315343736,114094234,30254113,324937570,277233456,153135133,122587183,377196581,803917938,208128370,2857618500,242287707,781712299,95361189,20981282,346405586,662951007,542442133,343149670,300464170,221762511,959913186,836179032,705341311,1035725934,5410625093
"12",12,308410051,306180927,208434641,1480289,3740139752,340969158,97526659,283812238,623745687,2342627922,1210154143,14604931,706030106,125696249,394775219,93690725,3712964,244024318,140515567,48997985,84297207,262137532,162328594,182127987,510872118,62413450,235628492,86873208,13989412,341307547,403926479,360610191,205512398,286918242,211101524,690002014,734969529,611524538,639706944,4726787530
"17",17,134911802,224233005,469283126,53034689,842726223,559269539,491059961,7529262,28100702,931162875,3574622882,8383789,508906254,54447331,125749153,32021436,5866202,231587491,74417405,12592675,33455679,169985969,224816111,403761719,886831306,172336047,487800086,399331312,161127946,314384477,319619160,245476933,338742064,140599989,133333617,209779854,175490415,452095439,180923245,2116036712
"18",18,102500742,248625476,358486240,69094263,826361734,601025608,519973089,13865504,24295392,1203191385,3593910011,11868675,544355626,50181202,166452878,21553951,8090060,254979858,70539527,14083903,41583965,153902910,204277683,434337117,701853216,135702847,364898136,410864198,142880991,314489567,447179386,232273846,265919278,216096770,124886910,235856782,186884461,405387277,244112218,2616823242
"19",19,102978844,131812666,326139086,77941139,850871240,579037804,592043353,11637586,40299596,1008030583,3487428791,3484886,542853019,28234789,101637668,22699015,8090060,233962961,68399262,12592675,41043288,181459129,226390780,445292241,625248178,145320743,439177062,380735799,122980398,302030954,329139915,207961192,274618274,172019205,120744664,241134969,181544979,356315314,214848489,2162028345
"20",20,181617699,352594099,542116329,59640839,774251447,305505797,466346571,15961790,41618196,892826479,3049735890,8383789,550039168,26973839,141740823,33473983,5045121,301488942,54449846,7664129,40543497,185163272,344297807,270584942,927406684,209441587,545894875,1946691674,116497866,243918542,576707921,260887508,272043309,223760662,147620559,259782581,192883767,667214286,128232604,3476042520
"22",22,171566520,176777268,417812247,21793569,241360898,201954509,269519821,2235830,29566893,885279170,2215754330,8526983,409583147,80748458,24617091,34001565,24818693,382443015,75436256,13803697,22745187,95308941,128115823,420161136,1197491859,111528821,320864157,736843484,226937523,957540078,384924634,170762837,180903457,138537978,80329347,347467060,214924502,425754019,179265228,1982549951
"27",27,74571809,1324427,170723286,20806809,70119225,108030719,250218622,10126306,21555681,582706353,1754956295,2178218,152377254,60898067,15082561,35652870,4709511,255097129,27721212,13729247,19305742,147638726,125137971,279766148,473996552,42042669,176333154,426949943,82332918,312743230,177743567,158008681,116161108,90046834,159390468,193193143,137879808,420843623,224319937,1323975314
"30",30,1752077147,192912592,1355446203,317486545,3065363953,18118333,57927456,221427454,190905892,2140265960,1521769414,9617128,133000814,90115493,416383813,633498765,56211704,859012806,599333335,101711058,35584156,571507929,1993093462,51713566,11813710084,666853646,2323556342,1249919541,348643534,510593073,2051780012,1904515980,1247174369,344566810,600297904,1157394219,3957855955,3787594627,1487560392,10774544003
"31",31,907792878,178540758,1844316443,120430656,625516923,310476148,161017140,51242740,117965417,2487850114,1697258433,47006188,107483401,116325049,303497977,310974196,35506211,1456652935,690525787,295647711,59665389,518375195,410151834,52105144,10009376937,1056238205,2443105564,1198052089,137194393,54150544,2657408623,1360658526,636881220,508790530,551699364,1118421843,1257011293,2693012695,828638268,12631743756
"32",32,1013578609,281704521,1171776398,140287948,864815205,413937871,118449885,75721500,130606586,1954816395,1851067855,32900256,364170186,100861503,129527236,417076259,42397067,986005899,459625576,244328514,76373974,449217160,506402700,57291870,4820211866,989546956,1251867195,1157915396,48093953,11904762,1273288900,1025174349,282655614,367751875,412083200,1155655372,1151712658,1819503221,1286879874,10672518451
"34",34,749778683,130831643,994123697,54574560,400018017,166440247,135106542,207263947,40153537,1330215356,536286191,9617128,298780860,46548313,240810574,409983793,23725305,195322819,351043813,53142058,29210925,458038753,75018410,70648645,9807717316,519758550,2172884551,1132276976,129709723,85192974,771934696,607636883,445481461,239671805,101257158,556368915,1380894772,1348543135,580911047,6842888855
"36",36,734958826,91571611,856102597,346966140,1959131240,827706958,1113813890,14902315,57654080,2151047763,5909470529,11260463,286860156,178003240,403067487,169678149,53259976,875978870,320552912,53815310,72880286,349461044,544932341,649020067,1911259875,399285729,1040314029,399877759,146222963,337131064,797148485,533075328,626253924,575655655,517774791,711751282,326631710,656896225,569841645,4405906819
"37",37,564182408,25541459,598735139,176990709,1004265400,384958994,509374870,4936690,44027386,1916404475,4472969342,9413305,169852916,136526857,33012304,152721669,48246503,774457060,298510403,25247378,42828972,131957041,555217812,713535761,830499085,346617085,732477704,515486508,223046553,516339712,596763277,494748821,494276358,426036681,468745708,664400633,173321215,424667802,318160772,3530337387
"39",39,874752310,241653428,1493098378,103012734,879580876,706307721,629572621,27901212,30943332,1345210743,5767111873,1854651,30580264,167634961,71895613,282036444,79155429,1032007737,293673527,24977798,130962261,277639999,289351534,310448933,3642614691,624566853,1885879479,1177907007,317141200,608087624,966455207,725791367,868320238,296490180,563141585,887390234,479832310,817208267,444732072,5191439558
"41",41,354958895,130988364,816531282,66921533,461423711,303052029,602306558,3249642,39029148,802820002,4544678210,1838583,213519217,141945427,20243417,149165277,44871740,666202894,214407231,31669368,47998679,59361702,240846937,348494663,2356076531,447512882,1268890333,1827390152,775783966,1664464577,209066365,443679527,532883220,206223525,524271581,552945580,268169786,403195008,287483437,2339250574
"42",42,263221442,126928982,735402958,33961248,336819795,333361468,517598700,3490223,27582363,761446000,4268297202,6841022,239949620,189254817,20243417,38543056,6589659,544119807,208032020,31669368,18088395,54471931,232946262,690917838,1947923024,377412151,1233378052,1661268373,792432729,1631329817,224590314,360408268,515494802,246832057,417495096,399360115,259621889,314816586,247578683,2083886740
"43",43,366741503,130988364,802113856,73396323,445512955,481272742,547955101,16819879,40650555,715401840,4470386420,1838583,172615136,146834624,20243417,182667429,44871740,656185533,238788407,12279903,42474914,59361702,239644461,315543067,2335634483,465032533,1484058775,1595838533,786988565,1635917840,239595227,429661084,496550889,203766853,506624945,542021276,520698152,417514302,287483437,2289575422
"44",44,715357856,393556991,569285093,185085783,713651182,456793560,558608353,13218760,269547240,2325767753,4544884197,37882657,563169088,105510795,963222863,203467908,40631362,734785895,238019404,100021123,89344763,279661382,1074357978,610200790,838558981,209354720,606001970,408938041,144423411,174111855,1294444956,450758968,452799327,362108364,418656560,598227271,292027088,1058594972,558826317,6042330558
"46",46,1002848431,475045896,1383988196,247061596,1660321133,1048924113,811648458,12199059,297682332,2151064349,7102546545,18549841,782816543,139538022,717794982,270984645,33159010,922566408,378133393,70583644,113093899,406898232,2625027374,579834451,1323103308,445020176,1216914446,616162495,192292997,399632280,1544482563,598509228,502613880,509604564,687031588,758641351,477709621,1279192684,684258064,6982616640
"47",47,288882833,55529456,700116906,41420659,353409689,328490295,444582573,5757108,14828088,835777186,3895275559,3190411,188352892,66862267,76727498,133148999,20009785,611105156,104603651,42124980,30324614,206068248,207850092,622470807,667452679,565384260,902257733,389579433,176588760,602114019,768715102,258255255,440098408,331520255,314087224,446336536,175773736,419413279,230371143,3261409408
"48",48,76400111,55870315,358535010,56577420,288322363,305940524,312264699,3852633,12660830,554077581,3572221232,10007237,209099601,54766317,1614350,46251704,8458683,457836449,52048670,28860351,18864861,106129644,204843172,438048547,483668034,295323217,634797148,357578159,145278203,554908448,311168572,148024283,237793288,183089046,291414495,235561096,114526678,213926326,168805527,1516446388
"53",53,191948936,27515871,362779013,32515732,277065258,101250470,224769506,200453228,109056039,1099742937,1357987673,7480390,393995788,114404894,14686809,43729797,19091759,403975062,190831722,32650965,43200832,137512341,122802415,380463175,303740998,112603035,585239937,429477159,207710236,240687663,277967224,365805559,330400874,293613083,224864253,289687096,156346493,442314394,231540798,2331593846
"54",54,92832980,54557930,218394114,576923,173583514,155556926,53385286,7618005,96247416,668589188,1237435600,7254545,482607673,36404807,6855454,10632839,7210817,212790819,184815792,12953509,18680165,34303562,67901542,199541634,155424061,12355878,374276323,363625191,102499162,237754327,119361245,225972676,307063515,167858029,163944528,145085541,94542713,284233150,188078856,1478023824
"56",56,200336045,34685249,240674062,122747455,508615392,154575830,312699551,11257705,83243491,687799206,870801542,8700018,522369755,43743718,65920449,4926963,7616153,212044921,18574976,14781513,25752464,164722707,611951065,260224168,1394814512,90753706,212977581,205226992,13598485,121948469,469745766,95179860,145817227,169052768,51705878,117384081,84456230,497618272,149623433,1532028388
"61",61,308289971,86502454,465048663,22952663,300359338,291940158,270082401,31686831,32886156,726539471,1547744198,64183697,266419776,65401562,27982015,61991662,14039479,228497871,13490000,29675284,14617364,177768969,299213506,702763233,397932180,111367535,342159018,350418351,66802109,290166840,303829819,240859784,196304885,267527368,212144066,204667512,150187248,327727417,355284986,2742368569
"62",62,488684866,158980303,444775853,15618675,238349728,246997510,333192973,25742548,113282102,697544555,2049732162,27756553,224291930,66496260,87449230,140752702,25902440,393386460,67774746,42456022,15669539,149849938,426988969,410980545,487588579,470088824,642741261,339931515,240202474,484012943,564356255,253543439,282064814,217305859,325721563,339566810,227061449,279635347,461364695,3310062043
"63",63,319736257,380316799,431288101,17797234,97230417,151050388,148514146,15073174,151217611,836919142,2977199077,21390521,561876925,145822136,3537736,99941473,34391708,272303007,86965456,125929934,49143780,139185155,731676032,313263597,1687994676,215852647,630605162,261312336,186301810,488629352,503881963,392132672,250435067,313848600,609374529,316396461,147144927,270855357,322823246,3576462916
"65",65,239989918,95821620,5019471853,11982341,144105722,154334935,192212436,3065826,5609368,1207107251,1275675928,15038181,152790671,138256603,1479575878,203200364,21225121,519121157,208394724,129718850,39799200,205965763,1373658866,434217838,1552849771,330068041,936233409,736168709,506081601,654261344,636137238,603966001,563926910,463056612,390505523,482930032,379701405,566067581,337182745,4085337642
"73",73,286113904,58499741,603180242,68120817,443727902,669895941,655398074,56287931,55560993,1078574401,4121897738,23116423,187473166,96636368,39862924,101890849,11655057,485619028,157992343,40267420,46565654,215742479,249790951,521088006,804084516,337007343,755962228,373014219,42768659,327805702,527734493,234000693,608291095,248705776,390457095,620639843,251386597,1260756643,252432952,3475833519
"74",74,1135122545,296346409,560614943,159893907,1147707751,245345121,261934114,49356860,51782208,1727932048,2565311803,36139693,457344614,25490885,556334690,252102616,56713404,807854560,739384144,432286419,128050420,260223143,214359902,220543704,1509337806,218448293,804885395,195225521,278790915,422800075,2073023740,1558270544,671949443,494090594,747205825,1086529750,1310469122,1604353395,602105491,9761711269
"77",77,102858034,5672936,1274520406,103375813,1118386601,2513479975,1189360254,30243706,29361402,783525512,1862682506,841837,184198497,70838328,8568682,16391824,2224461,149564875,67328289,27754359,12916363,51243258,249758857,86931713,2435464777,1357160531,816753797,155336143,4700176,121503894,182940077,187498342,314226094,162666403,95679204,256664555,446340830,428208347,170390304,2414232613
"81",81,844869630,182788055,459234779,163543266,543017636,76190334,187947830,49655159,32724416,968029642,2127666191,22570815,276223748,95631966,16021513,249427207,81780884,726968106,228742883,392311117,64015037,160199812,71327447,238056916,1283225616,153691703,641054947,446820491,280513164,804319543,964908708,929855922,760374340,225536176,771411460,848412103,1428492622,1153544306,337107209,5914731659
"82",82,1006167813,293589766,689543610,171509396,724105317,111497494,259506196,59835612,82226864,1855712101,3179607855,22570815,297542499,100838749,527573852,298986532,81780884,1007606050,767755596,392311117,132828788,258445858,143167967,346182585,1740304488,279917984,938316134,668425436,309988138,966932358,2125020459,1772011294,890132561,573002412,1005340905,1264141543,1982338849,1763589884,603938501,10176153109
"89",89,364787927,31185904,208194591,22645096,279630159,107724183,131435541,27299840,60899498,453827286,2056622809,15818810,400677555,39275764,21645844,59336338,3612452,206709734,25196395,29675284,4207521,100486762,505650227,597369361,378680962,88957958,191384873,244637564,56929199,190984013,294172773,214784505,149375040,157932424,101365727,168848700,98866192,236433122,303101637,2534950216
"90",90,738991053,81220719,898808106,351928122,1712984036,758536041,1140397710,25380193,39813505,2473237365,6173820192,26855280,456027166,176235055,969726025,217891885,53259976,896199658,320288362,72292187,111490827,443633558,544743673,669000762,1037700949,439087364,1063109534,340242919,121207043,312447073,1490413595,594465083,624698562,588973218,488935723,825648940,374499483,1284530240,585396291,6611519858
"91",91,669448386,443564144,471948048,118202454,603183895,630860998,640407886,10145737,272038954,1363811358,5801449534,7581603,339009507,100122594,80781737,124042029,10082313,516343042,49989933,32127084,29494727,117297461,1136003655,616236269,612266115,232013903,449639095,521083815,243778450,404962810,578883053,310434484,270128876,347767152,332069128,473117714,157677493,682922820,244801471,3737893440
"92",92,696456955,277056659,552444480,204012764,984036235,367354846,509374870,4936690,291047657,2219968114,4684689282,22144844,261333700,164741053,659486935,185672977,48246503,772754158,297188395,88614249,81065208,186617923,907349286,706905146,808784427,348964992,732477704,469232032,208796891,495666586,1000179783,509272601,488216651,426442370,447271268,748509158,210033921,873179220,616300964,5248421929
"94",94,890999325,173703029,1107962122,58957996,1030527836,711250719,714339544,14913578,130877921,1016895246,3411281354,3039171,304804996,72728866,56411760,195762606,11555080,511467775,154306662,29367344,78835564,576389053,1842591535,198347769,4033390808,579370857,1073668877,880021220,60327777,731106574,1284790056,393289913,241934932,424751494,397680451,519604986,538446952,1043856424,186310177,4943619249
"95",95,204514128,36045164,214512923,101111955,302877722,88135823,59540696,23565046,5246338,870039149,2205573433,15813358,184915349,81501951,111818126,48258303,54733949,321645891,276638804,83526817,16244691,115458964,82554725,267381585,180427127,106675280,428141617,220222574,38555556,118010694,372508572,352255154,180170726,260258834,156403037,464833500,219609284,1107583842,137886984,3197280370
"96",96,192803396,70143146,584685977,120620053,428275063,99770288,73936836,26891884,1536424,931942824,1860919535,24001836,260135238,93770350,223450096,50808682,50290293,392714521,243342005,73518050,25341852,149083600,120355651,282562386,766557827,168392164,566337022,329122870,10691110,275766112,448553571,353902603,258461291,317966371,132070613,454101629,260636708,1193403079,269600613,3399348546
"97",97,273402407,73617778,588880654,126831023,749291291,243785905,266816141,32445848,10167514,1071135262,2061712904,17443509,305636926,48511960,141307728,38602239,48579870,403771694,184567616,62170928,36896541,229045485,576468342,252085607,459048371,134669176,633253263,263072869,17831620,225697451,573366229,252959340,291899970,261857733,133577620,411883391,257667397,907452764,167189334,3451095479
"98",98,268629885,67336342,577000280,126158378,727401903,225483550,250846479,31643735,11703938,879875578,1914452132,16637135,307579954,35814209,131587273,39704468,48579870,380846857,184567616,62170928,35807855,250973162,503845892,268034371,477268886,140353908,631691952,263067634,14327474,216706220,552550288,273718033,295530913,266092756,133022140,469031735,260647616,925328171,159320835,3600627238
"99",99,318558050,49642225,579165491,41138137,276501554,340143334,292315273,25768967,53208214,1458548863,3276449646,13223879,179618227,146465665,19976310,84252966,38310984,438801614,299397963,49055379,41817980,250622153,112580658,450233813,3260667968,244679810,652559644,486301489,179571526,389210756,533947158,559553899,490908268,675860349,251549558,587158233,488605575,994010478,286458168,3414442876
"100",100,247472111,26207611,511745735,23773709,185918159,329320205,265589936,24644633,44562935,1257097269,1959352713,4371212,165395598,142781990,5210327,59978305,22841436,427316621,59993421,25642877,29659484,192625536,89386852,435421002,3181673998,106519983,343255260,373861814,139485289,289188005,396126152,415818935,432304709,509920417,146590657,597626040,529861215,572472121,174290423,2625743205
"106",106,496634086,189824863,850224487,4196063,387898211,302227103,140127813,33893453,143844807,2205293072,1978664371,83461390,1228427785,187215558,562061868,198669689,53175753,815595910,340653355,655648370,49295521,337206976,330374205,290656177,5539194100,299835101,709942473,362827525,313887113,143029270,1389214342,884403509,392711328,467747517,673376489,653777122,937301006,1048829341,499458423,6086024223
"107",107,430545315,191286382,494829740,4977778,1250274393,58699180,138777277,13716354,103120498,1519839558,512501771,95141258,1226224823,98530451,340033292,94871075,19152905,279657122,617339770,562829363,28919928,236862455,294410675,204539666,1124611034,138000300,726175518,321018623,229634067,103272127,509024469,491141827,210949562,301582630,552425324,462384002,475348446,992374466,171097837,3794337314
"108",108,557493399,151533658,617318171,37598538,1641756198,380847154,515815318,251039030,26803633,1485519891,3061104640,35136124,736452490,173435377,324120234,135615080,23517458,497567647,325728148,89595574,42452256,265146185,1026567064,353315012,1502068699,350586985,1180934061,590761641,315349787,586614947,972623138,536711674,377538391,356500437,162011610,501527878,234103678,836187320,444396063,3859496470
"109",109,264524679,22716658,420222317,33009223,278084109,360599773,127266573,20900291,10974287,1046764603,832444871,1076923,133921706,40694585,264952934,164892388,13193343,195724262,91547943,42669435,51639464,254168395,112301196,205173129,1041931033,110050380,345926944,131161499,13211679,72292564,593431822,230387587,234150089,188877249,364935672,588866047,404860219,347272416,272084844,2849315008
"110",110,1007115462,173318508,610760226,122120466,537828370,96906647,79187472,78015568,365001258,2332949944,2710524309,40064897,113131367,118802731,558422610,143261910,26383307,895885779,607726495,131739935,84711872,237378366,204083697,113170384,2423200643,94817828,1376783910,603225495,224976565,916406898,1199870913,1026970932,620318211,301126512,525746350,1271421754,1776439329,1317430497,922887325,6722605195
"111",111,1365230877,222111434,691183976,154892661,876395466,208042659,103489784,79994979,487052258,2782392648,4587758365,104603368,222513380,160640935,568898543,197257681,34022528,1277426882,1010926046,161760056,108604870,358274975,131229598,247708199,2488202676,212189466,1689729620,564281918,242535119,713931027,1834388138,1510201782,1334492886,412115202,959548913,1487299388,2888911470,2465212537,1225694913,10491276260
"112",112,391281461,89690824,500666742,21276604,1180997220,633044257,360770974,4137457,9293540,816325839,4998858228,5278187,158138690,107368900,50682138,87755959,11145348,405758476,213081610,34287577,15376151,78159057,75656395,368278651,947061216,253740733,778922978,379881157,131078963,495501915,433013980,177982529,366707033,373918516,367065769,363865111,443781888,427822071,200850295,2064415479
"113",113,393369696,94068294,537201596,25220263,1185104494,633044257,365822244,4137457,116867183,1062093857,5581549386,5278187,158138690,137745730,50682138,88684530,19089645,426870094,213081610,45823639,20577143,78159057,78573432,396603027,947061216,259521293,778922978,390852031,138650392,495501915,453534599,222753811,372190938,383668794,367065769,411138678,475256163,444473479,200850295,2139173557
"114",114,114263635,96565824,428736044,21276604,899323207,632600681,398319293,2883610,25074868,782983660,5046578747,5278187,134140340,135749963,4479886,84122633,9826390,279034707,207222561,41222156,15376151,43815482,139887562,422933545,627935813,188444350,482267346,419758986,158659781,482711694,284499339,133571907,318706795,247759138,252835744,299138968,230582730,311835448,213085372,1371753084
"115",115,1418419638,251102593,962715849,759874580,3046789282,630567363,955449825,35688384,39887487,4319154087,4572877163,22237350,393276074,94341719,713549242,211385840,70430037,1661207655,691183973,38198674,142345268,812544166,687770820,319115721,2197024663,715696622,1551591560,429053195,66846765,234925282,3716262614,1549098145,717275535,552165642,962129999,1400920226,1120248697,2394107369,935163923,10539687911
"116",116,203768097,212234627,285519034,79813949,773864364,77750385,122824935,25470075,29587137,1450635776,1392528257,5108672,1428177798,34178749,414068829,29478400,13435949,129132530,77732469,110403647,15320294,161243589,680289134,208343346,694925058,95229483,264507998,162955642,44549789,10509714942,413456573,322874661,126698503,243816181,105604225,498840979,484972452,338571770,196929743,2928242951
"117",117,272373212,91454945,330812925,25574820,680343982,166504189,200417850,10254031,21358082,1869401395,1592166175,3228330,1179055590,59444471,398344969,50500702,15293015,297213421,231512272,110403647,59141189,258919835,565656743,151113213,746823927,93042803,294784699,222023055,17454794,10492287945,803967531,422942753,298186856,312618799,313292677,776060935,749707666,984466511,331424304,4166512072
"119",119,456005943,223996390,507163880,174553928,782931658,23815564,141582076,341367140,2655050608,988523738,1439773054,1250009,254237992,150491732,51157952,137591282,49721086,710858712,544345476,108025297,18085888,99887878,349892588,161402128,1314594718,216753547,672258393,1048496889,910922595,1632523723,308277863,391700406,447352603,202562846,397118526,597541897,728519729,754612509,178218898,3523512351
"126",126,274631312,179517673,1239281156,127779841,738750182,628102021,460378542,29444204,129631898,1458275462,1912501644,27798049,273956995,17390983,96488693,83425375,33446221,222432453,425277853,30419170,37961296,308263759,351802177,291320564,543300378,149840891,903812295,52479403,27701718,38760402,904647470,483885324,256990736,212163362,294951122,371485236,249330306,858587381,1026420945,4318973389
"127",127,632963481,291813625,2587332549,205907883,1454660982,793648084,622609352,11180733,58415523,1740007283,3036655756,7135152,397520975,96461177,93852718,130473553,29641830,470842899,476822112,52437226,71881088,480946378,350213587,379343466,14721747333,293619729,978369956,353307230,37610147,341107393,1353830759,553583115,655001311,370799944,532209950,614567199,246482880,979390556,1168255706,5786784776
"131",131,158702170,23936843,453908015,19930650,133345114,127053701,91309023,159172,165308371,583384035,3686461147,61963092,653341067,41636300,53725153,71324547,198400,229444205,66850518,41471059,37815359,195855095,299792814,219014887,989759072,139234706,587767978,161612233,117452278,73304267,421177554,223882162,155428183,181680859,290932593,188310798,267893974,242136599,458390553,2343799715
"132",132,512401045,181232641,1251834302,127639347,714311546,565935064,472309645,2600108,185812938,1029655124,2031357844,41667,246092231,61190000,2467971,72803355,4907345,193528453,452127725,41107437,49706887,222486131,140143462,136467267,13535315740,222073201,544337509,156811001,2779568,56410759,578898132,410685056,307387894,339958479,267638006,423374361,139337467,577838621,856349913,3990267879
"133",133,427485985,136481184,1090394555,40140327,283401201,169175929,92999525,8266454,183314490,1443180445,4296186139,39729548,834459518,77402070,367363969,73192154,8591069,338648762,244651616,107945423,64340760,380547810,134272317,349846716,1417431893,106225680,674451070,371525799,164529526,198751660,831491871,537016164,308894262,317409793,495660995,408010319,530564394,666428382,775931174,5687195297
"134",134,535108944,221598163,1346368662,225072432,1137953334,755673287,586154073,44738715,270343564,1378130003,1949352045,1120098,133792893,99226306,5864882,73261442,26239333,348291433,473548181,25843678,59725602,386745000,218864258,297937287,13720318447,272250113,866571855,314652371,41094947,331563510,846526619,558431427,446577920,241698959,385579212,424112206,365556766,836519852,1024455158,5159258327
"135",135,691307977,363068819,1108307844,169449719,917345937,385530901,498364942,7546768,282714527,1550070397,2989401167,5557660,288364044,122814989,4258554,158957378,12060133,343523679,110013288,52437226,69873296,899270872,185628367,409889570,1182574154,216873611,734235303,332343844,43874515,328242448,1413720785,491495016,412312659,401222104,423941760,618921927,278999091,591174879,5225480681,4949486280
"145",145,425343053,42948766,776548882,131349059,841798752,427774895,290167355,25852417,5481097,763127683,1065975996,39977418,184639753,51881827,237193095,131391408,3734573,360550924,131796457,28267014,22760953,220738103,319394476,329307947,2590771417,353137131,864196871,569478422,93375653,487768968,600860089,353410812,260422479,242944778,493727872,420668590,211276032,1212925015,498101535,4939214163
"146",146,337637708,186454345,879167098,109640912,735702250,281010392,270524292,16808231,9676817,1127337256,1971772487,52664039,364463391,80737321,181662705,149409431,8330273,537501423,211164624,28267014,46093876,261844873,450277809,321413079,994618874,347594588,868526123,820011984,311966384,804158988,775336950,370441142,395297440,294765740,567233409,581821814,194467609,1123753691,543485416,5051034222
"148",148,178026034,188314196,260924453,42672598,142176244,78501614,165403700,7107555,6817753,579491943,2012203095,20841423,237323962,26026681,1663750,15939594,10112056,267326261,62677345,1344086,7745179,127527097,298607600,380216799,321685061,166539953,172410821,467876803,198372243,348458995,339401999,155739006,200812780,207879460,204985686,423801458,71907962,213959306,64496425,1584453565
"149",149,173997802,179726315,243624995,42672598,160150509,79522768,191765560,7107555,6817753,572568607,1636427091,40360654,291769763,25041301,1663750,25540096,10112056,258009996,44648203,1344086,37522077,129855175,302172838,368665211,296996219,173463886,172410821,231212872,140386583,355701767,409900410,135772187,208125714,204791345,198311243,334840126,30754652,213959306,134310444,1674591566
"152",152,358841077,5628646,432283963,89498425,698634935,158601623,230729313,18619184,28810616,939844995,2769086201,18783877,49381582,189276431,18983588,136124967,18346355,317918073,266090516,24861997,6815938,116234959,169458462,442396228,1297206192,210128610,434815286,583678077,185849733,338734905,172160494,327242942,169066412,276852920,148551016,249518450,207492824,349639170,222594657,1813998908
"157",157,593886671,62018693,840159522,281644641,2411698161,166653550,285056549,213342988,30736659,950837652,2217376340,1398305,338334721,139716244,96995390,337269667,21592547,647952700,244176715,420364362,7246150,333734941,229298378,195741895,1724306121,261101748,403068945,845956320,196022515,319064593,402464370,541676811,381672890,299780110,258306130,694365479,1145154426,544254742,1131779405,5592445630
"170",170,311446229,382813145,331649594,194429631,804080545,88846613,181669337,13160820,12464513,992392433,1093733831,74455898,305047708,56077318,241895391,44546817,10675629,295181990,176565324,58598746,25149704,264723686,402051016,370253409,1180567324,151361907,283404876,432014353,139381287,287601656,484906725,279351291,233535294,370488135,133390516,254655787,165590964,743052305,220590284,2705317766
"171",171,354794671,359723139,408964301,58790484,543074593,98867286,284182019,14070821,5959031,1177515268,1917732556,80497855,575958413,46148373,262090518,41113129,9228002,381824310,172794281,63921327,25096093,302222816,550965233,260993427,1689315260,151437498,310565375,430471569,95787170,261926915,658697367,216386625,260852737,400265003,99400693,243750709,277340485,929205298,333463180,3301480768
"172",172,410550798,142866548,463492049,64336010,408611322,259036705,406317746,10018831,7398691,1165533011,1881266651,66780385,439693794,13708227,241895391,53787204,27072989,447537062,191808347,53419960,52611540,357094167,474150592,197821262,1293438760,175205688,539512332,334227660,66846765,249388588,529195976,315846492,313843444,255462079,244538045,349414982,253877859,929964121,493013081,2934162300
